IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MNE,Montenegro,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,23.35,,,20.79,,26.94,23.35 [20.79-26.94],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,SLV,El Salvador,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,23.36,,,15.28,,32.98,23.36 [15.28-32.98],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,THA,Thailand,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,23.68,,,21.55,,26.72,23.68 [21.55-26.72],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,23.7,,,22.95,,24.46,23.70 [22.95-24.46],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,24.08,,,17.97,,32.13,24.08 [17.97-32.13],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,24.63,,,17.37,,34.31,24.63 [17.37-34.31],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,25.13,,,20.68,,30.41,25.13 [20.68-30.41],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,25.85,,,22.57,,29.12,25.85 [22.57-29.12],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,AGO,Angola,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,25.85,,,5.84,,82.46,25.85 [5.84-82.46],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SRB,Serbia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,25.86,,,23.85,,27.56,25.86 [23.85-27.56],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.04,,,22.4,,30.52,26.04 [22.40-30.52],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GAB,Gabon,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.26,,,6.59,,82.04,26.26 [6.59-82.04],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.38,,,6.03,,73.19,26.38 [6.03-73.19],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,AZE,Azerbaijan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,26.96,,,15.44,,42.17,26.96 [15.44-42.17],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,27.22,,,18.27,,38.59,27.22 [18.27-38.59],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BDI,Burundi,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,27.98,,,11.01,,60.9,27.98 [11.01-60.90],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CAF,Central African Republic,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.25,,,6.13,,79.54,28.25 [6.13-79.54],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.46,,,20.99,,37.13,28.46 [20.99-37.13],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.73,,,25.77,,31.57,28.73 [25.77-31.57],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,PER,Peru,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,28.81,,,22.26,,37,28.81 [22.26-37.00],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TKM,Turkmenistan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,29.17,,,18.37,,41.59,29.17 [18.37-41.59],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COG,Congo,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,29.27,,,6.42,,100.9,29.27 [6.42-100.88],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,MKD,North Macedonia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,30.06,,,28.14,,32.72,30.06 [28.14-32.72],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,30.41,,,14.96,,52.23,30.41 [14.96-52.23],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,PSE,"occupied Palestinian territory, including east Jerusalem",Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,30.52,,,21.59,,41.42,30.52 [21.59-41.42],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CPV,Cabo Verde,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,31.2,,,16.61,,56.67,31.20 [16.61-56.67],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,31.46,,,7.12,,99.12,31.46 [7.12-99.12],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,UGA,Uganda,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,31.73,,,20.01,,47.69,31.73 [20.01-47.69],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,32.02,,,29.54,,35.04,32.02 [29.54-35.04],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,32.18,,,27.93,,36.3,32.18 [27.93-36.30],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BEN,Benin,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,32.34,,,20.69,,48.68,32.34 [20.69-48.68],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,33.84,,,17.21,,58.52,33.84 [17.21-58.52],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,RWA,Rwanda,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,34.92,,,12.01,,70.42,34.92 [12.01-70.42],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,LBR,Liberia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,35.68,,,18.09,,64.18,35.68 [18.09-64.18],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,35.9,,,18.04,,66.58,35.90 [18.04-66.58],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,36.68,,,22.91,,60.78,36.68 [22.91-60.78],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TGO,Togo,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,36.83,,,21.65,,59.12,36.83 [21.65-59.12],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ARM,Armenia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,37.09,,,28.54,,51.35,37.09 [28.54-51.35],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GIN,Guinea,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,37.96,,,22.17,,73.22,37.96 [22.17-73.22],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SEN,Senegal,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.08,,,22.32,,58.44,39.08 [22.32-58.44],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,SLE,Sierra Leone,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.46,,,17.82,,75.49,39.46 [17.82-75.49],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MLI,Mali,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.82,,,15.05,,88.75,39.82 [15.05-88.75],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GMB,Gambia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.86,,,21.05,,66.99,39.86 [21.05-66.99],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,39.98,,,32.45,,50.45,39.98 [32.45-50.45],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,NPL,Nepal,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,40.06,,,34.83,,47.48,40.06 [34.83-47.48],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,CHN,China,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,40.54,,,38.86,,41.97,40.54 [38.86-41.97],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,41,,,27.63,,57.54,41.00 [27.63-57.54],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,41.62,,,14.37,,85.36,41.62 [14.37-85.36],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,BFA,Burkina Faso,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,41.77,,,16.6,,94.19,41.77 [16.60-94.19],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,41.81,,,23.01,,71.63,41.81 [23.01-71.63],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,MRT,Mauritania,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,42.58,,,17.93,,92.81,42.58 [17.93-92.81],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,TCD,Chad,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,42.61,,,23.16,,72.55,42.61 [23.16-72.55],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,43.1,,,36.92,,52.28,43.10 [36.92-52.28],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,43.53,,,33.04,,56.34,43.53 [33.04-56.34],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,MNG,Mongolia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,44.04,,,33.32,,58.19,44.04 [33.32-58.19],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,UZB,Uzbekistan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,44.62,,,32.57,,63.5,44.62 [32.57-63.50],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,GHA,Ghana,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,48.04,,,31.48,,73.67,48.04 [31.48-73.67],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,FIN,Finland,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,5.57,,,5.25,,5.89,5.57 [5.25-5.89],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,BHS,Bahamas,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,5.61,,,4.18,,7.7,5.61 [4.18-7.70],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,ISL,Iceland,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,5.89,,,5.2,,6.56,5.89 [5.20-6.56],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,50.66,,,45.61,,55.93,50.66 [45.61-55.93],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,NER,Niger,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,50.74,,,21.94,,101.5,50.74 [21.94-101.54],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,54.49,,,48.17,,60.76,54.49 [48.17-60.76],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,SEAR,South-East Asia,Country,IND,India,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,55.48,,,53.03,,58.02,55.48 [53.03-58.02],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,56.5,,,46.53,,68.69,56.50 [46.53-68.69],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,NGA,Nigeria,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,56.52,,,37.92,,78.35,56.52 [37.92-78.35],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AFR,Africa,Country,CMR,Cameroon,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,57.8,,,39.37,,83.2,57.80 [39.37-83.20],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,58.3,,,41.15,,77.33,58.30 [41.15-77.33],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,TJK,Tajikistan,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,58.58,,,38.93,,82.46,58.58 [38.93-82.46],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,SWE,Sweden,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.09,,,5.82,,6.37,6.09 [5.82-6.37],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,NOR,Norway,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.33,,,5.98,,6.66,6.33 [5.98-6.66],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.7,,,5.56,,8.13,6.70 [5.56-8.13],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,EST,Estonia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.7,,,6.14,,7.43,6.70 [6.14-7.43],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NIU,Niue,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.73,,,3.02,,14.11,6.73 [3.02-14.11],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,6.94,,,2.52,,13.68,6.94 [2.52-13.68],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,62.2,,,39.96,,90.86,62.20 [39.96-90.86],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,62.66,,,48.36,,75.02,62.66 [48.36-75.02],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,66.05,,,57.26,,75.1,66.05 [57.26-75.10],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,AMR,Americas,Country,CAN,Canada,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.09,,,6.9,,7.29,7.09 [6.90-7.29],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,AUS,Australia,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.11,,,6.71,,7.53,7.11 [6.71-7.53],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.14,,,2.7,,15.36,7.14 [2.70-15.36],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.45,,,7.01,,7.98,7.45 [7.01-7.98],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,TON,Tonga,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.47,,,3.86,,12.83,7.47 [3.86-12.83],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,FJI,Fiji,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.52,,,3.99,,12.48,7.52 [3.99-12.48],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,NRU,Nauru,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.59,,,2.7,,14.8,7.59 [2.70-14.80],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.63,,,3.33,,15.63,7.63 [3.33-15.63],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,KIR,Kiribati,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.67,,,3.09,,16.02,7.67 [3.09-16.02],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,COK,Cook Islands,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.76,,,2.78,,17.37,7.76 [2.78-17.37],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,PLW,Palau,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.77,,,2.7,,16.59,7.77 [2.70-16.59],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,WPR,Western Pacific,Country,WSM,Samoa,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.77,,,2.81,,17.09,7.77 [2.81-17.09],,,EN,2022-08-12T07:00:00.000Z
SDGPM25,Concentrations of fine particulate matter (PM2.5),text,EUR,Europe,Country,PRT,Portugal,Year,2018,false,Residence Area Type,Total,RESIDENCEAREATYPE_TOTL,,,,,,,,,,7.9,,,7.61,,8.15,7.90 [7.61-8.15],,,EN,2022-08-12T07:00:00.000Z
